Schéma;Table;Finalité;Colonne;Type PostgreSQL;Obligatoire;Défaut;Description;Classification;Indexée;Unique;Rétention;Append-only;Partitionnement
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;membership_id;uuid;Oui;;Adhésion.;Interne;Oui;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;fiscal_year_id;uuid;Oui;;Exercice.;Interne;Oui;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;outstanding_amount;numeric(19,2);Oui;;Impayé.;Financier;Non;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;risk_score;numeric(5,2);Non;;Score.;Interne;Non;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;assigned_to;uuid;Non;;Agent.;Interne;Oui;Non;;Non;
recovery;recovery_case;Dossier de recouvrement par adhésion/exercice.;status;varchar(30);Oui;'OPEN';État.;Interne;Oui;Non;;Non;
recovery;recovery_action;Journal des actions de recouvrement.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;recovery_case_id;uuid;Oui;;Dossier.;Interne;Oui;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;action_type;varchar(40);Oui;;CALL, SMS, EMAIL, VISIT.;Interne;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;channel;varchar(20);Non;;Canal.;Interne;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;outcome_code;varchar(60);Non;;Résultat.;Interne;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;notes;text;Non;;Notes.;Confidentiel;Non;Non;Vie dossier + durée légale;Oui;
recovery;recovery_action;Journal des actions de recouvrement.;action_at;timestamptz;Oui;now();Date.;Interne;Oui;Non;Vie dossier + durée légale;Oui;
recovery;promise_to_pay;Promesses de paiement.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;recovery_case_id;uuid;Oui;;Dossier.;Interne;Oui;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;promised_amount;numeric(19,2);Oui;;Montant.;Financier;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;promised_date;date;Oui;;Date.;Interne;Oui;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;status;varchar(30);Oui;'OPEN';État.;Interne;Non;Non;;Non;
recovery;promise_to_pay;Promesses de paiement.;fulfilled_payment_id;uuid;Non;;Paiement associé.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;rule_code;varchar(60);Oui;;Code.;Interne;Non;Oui;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;member_category;varchar(50);Oui;;Catégorie.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;calculation_method;varchar(30);Oui;;PERCENT ou FIXED.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;rate;numeric(9,6);Oui;;Taux.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;valid_from;date;Oui;;Début.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;valid_to;date;Non;;Fin.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;status;varchar(30);Oui;'DRAFT';État.;Interne;Non;Non;;Non;
incentive;bonus_rule;Règles de prime de mobilisation.;approved_by;uuid;Non;;Valideur.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;period_start;date;Oui;;Début.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;period_end;date;Oui;;Fin.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;status;varchar(30);Oui;'DRAFT';État.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;total_amount;numeric(19,2);Oui;0;Total.;Financier;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;calculated_by;uuid;Oui;;Calculateur.;Interne;Non;Non;;Non;
incentive;bonus_calculation;État mensuel de primes.;approved_by;uuid;Non;;Valideur.;Interne;Non;Non;;Non;
incentive;bonus_line;Détail de prime par encaissement.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;calculation_id;uuid;Oui;;État.;Interne;Oui;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;payment_transaction_id;uuid;Oui;;Paiement.;Interne;Oui;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;beneficiary_user_id;uuid;Oui;;Bénéficiaire.;Interne;Oui;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;member_category;varchar(50);Oui;;Catégorie.;Interne;Non;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;base_amount;numeric(19,2);Oui;;Assiette.;Financier;Non;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;rate;numeric(9,6);Oui;;Taux.;Interne;Non;Non;10 ans minimum;Oui;
incentive;bonus_line;Détail de prime par encaissement.;bonus_amount;numeric(19,2);Oui;;Prime.;Financier;Non;Non;10 ans minimum;Oui;
incentive;revenue_share_statement;État de rémunération du prestataire.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;period_start;date;Oui;;Début.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;period_end;date;Oui;;Fin.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;provider_code;varchar(60);Oui;;Prestataire.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;gross_collected;numeric(19,2);Oui;;Encaissements éligibles.;Financier;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;share_amount;numeric(19,2);Oui;;Part.;Financier;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;status;varchar(30);Oui;'DRAFT';État.;Interne;Non;Non;;Non;
incentive;revenue_share_statement;État de rémunération du prestataire.;approved_by;uuid;Non;;Validation CNPM.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;object_type;varchar(40);Oui;;BONUS ou REVENUE_SHARE.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;object_id;uuid;Oui;;Objet.;Interne;Oui;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;reason;text;Oui;;Motif.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;status;varchar(30);Oui;'OPEN';État.;Interne;Non;Non;;Non;
incentive;financial_dispute;Litiges de calcul.;resolution;text;Non;;Résolution.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
service;sla_policy;Politiques de délai.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
service;sla_policy;Politiques de délai.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;request_type;varchar(60);Oui;;Type.;Interne;Non;Oui;;Non;
service;sla_policy;Politiques de délai.;first_response_hours;integer;Oui;;Délai de réponse.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;resolution_hours;integer;Oui;;Délai de résolution.;Interne;Non;Non;;Non;
service;sla_policy;Politiques de délai.;calendar_code;varchar(60);Oui;;Calendrier.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;organization_id;uuid;Oui;;Entreprise.;Interne;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;request_number;varchar(60);Oui;;Référence.;Interne;Non;Oui;;Non;
service;request;Requêtes et réclamations des membres.;request_type;varchar(60);Oui;;Type.;Interne;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;subject;varchar(255);Oui;;Objet.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;description;text;Oui;;Description.;Confidentiel;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;status;varchar(30);Oui;'SUBMITTED';État.;Interne;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;priority;varchar(20);Oui;'NORMAL';Priorité.;Interne;Non;Non;;Non;
service;request;Requêtes et réclamations des membres.;assigned_to;uuid;Non;;Responsable.;Interne;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;due_at;timestamptz;Non;;Échéance SLA.;Interne;Oui;Non;;Non;
service;request;Requêtes et réclamations des membres.;closed_at;timestamptz;Non;;Clôture.;Interne;Non;Non;;Non;
service;request_message;Échanges liés à une requête.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;request_id;uuid;Oui;;Requête.;Interne;Oui;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;sender_type;varchar(30);Oui;;MEMBER ou CNPM.;Interne;Non;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;body;text;Oui;;Message.;Confidentiel;Non;Non;Selon type de dossier;Oui;
service;request_message;Échanges liés à une requête.;visibility;varchar(20);Oui;'SHARED';Visibilité.;Interne;Non;Non;Selon type de dossier;Oui;
document;document;Métadonnées documentaires.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
document;document;Métadonnées documentaires.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
document;document;Métadonnées documentaires.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;document_code;varchar(80);Oui;;Référence.;Interne;Non;Oui;;Non;
document;document;Métadonnées documentaires.;category_code;varchar(60);Oui;;Catégorie.;Interne;Oui;Non;;Non;
document;document;Métadonnées documentaires.;title;varchar(255);Oui;;Titre.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;classification;varchar(30);Oui;'CONFIDENTIAL';Classification.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;retention_until;date;Non;;Fin de conservation.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;status;varchar(30);Oui;'ACTIVE';État.;Interne;Non;Non;;Non;
document;document;Métadonnées documentaires.;current_version_id;uuid;Non;;Version courante.;Interne;Non;Non;;Non;
document;document_version;Versions physiques stockées en objet S3.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;document_id;uuid;Oui;;Document.;Interne;Oui;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;version_number;integer;Oui;;Version.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;object_key;varchar(500);Oui;;Clé de stockage.;Restreint;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;file_name;varchar(255);Oui;;Nom.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;media_type;varchar(120);Oui;;MIME.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;size_bytes;bigint;Oui;;Taille.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;sha256;char(64);Oui;;Empreinte.;Interne;Non;Non;Selon catégorie;Oui;
document;document_version;Versions physiques stockées en objet S3.;malware_scan_status;varchar(30);Oui;'PENDING';Résultat antivirus.;Interne;Non;Non;Selon catégorie;Oui;
document;document_link;Liens document-objet métier.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
document;document_link;Liens document-objet métier.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
document;document_link;Liens document-objet métier.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
document;document_link;Liens document-objet métier.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
document;document_link;Liens document-objet métier.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
document;document_link;Liens document-objet métier.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
document;document_link;Liens document-objet métier.;document_id;uuid;Oui;;Document.;Interne;Oui;Non;;Non;
document;document_link;Liens document-objet métier.;entity_type;varchar(80);Oui;;Type d’objet.;Interne;Non;Non;;Non;
document;document_link;Liens document-objet métier.;entity_id;uuid;Oui;;Objet.;Interne;Oui;Non;;Non;
document;document_link;Liens document-objet métier.;link_type;varchar(40);Oui;;Nature du lien.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
governance;commission;Commissions et organes.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
governance;commission;Commissions et organes.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;code;varchar(60);Oui;;Code.;Interne;Non;Oui;;Non;
governance;commission;Commissions et organes.;name;varchar(255);Oui;;Nom.;Interne;Non;Non;;Non;
governance;commission;Commissions et organes.;status;varchar(30);Oui;'ACTIVE';État.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
governance;meeting;Réunions institutionnelles.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
governance;meeting;Réunions institutionnelles.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;commission_id;uuid;Non;;Commission.;Interne;Oui;Non;;Non;
governance;meeting;Réunions institutionnelles.;meeting_number;varchar(60);Oui;;Référence.;Interne;Non;Oui;;Non;
governance;meeting;Réunions institutionnelles.;title;varchar(255);Oui;;Titre.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;scheduled_at;timestamptz;Oui;;Date.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;status;varchar(30);Oui;'PLANNED';État.;Interne;Non;Non;;Non;
governance;meeting;Réunions institutionnelles.;minutes_document_id;uuid;Non;;Procès-verbal.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
governance;meeting_attendance;Présences et procurations.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
governance;meeting_attendance;Présences et procurations.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;meeting_id;uuid;Oui;;Réunion.;Interne;Oui;Non;;Non;
governance;meeting_attendance;Présences et procurations.;person_id;uuid;Oui;;Participant.;Interne;Oui;Non;;Non;
governance;meeting_attendance;Présences et procurations.;attendance_status;varchar(30);Oui;;Statut.;Interne;Non;Non;;Non;
governance;meeting_attendance;Présences et procurations.;proxy_person_id;uuid;Non;;Mandataire.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
governance;decision;Décisions et résolutions.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
governance;decision;Décisions et résolutions.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;meeting_id;uuid;Non;;Réunion.;Interne;Oui;Non;;Non;
governance;decision;Décisions et résolutions.;decision_number;varchar(60);Oui;;Référence.;Interne;Non;Oui;;Non;
governance;decision;Décisions et résolutions.;title;varchar(255);Oui;;Titre.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;decision_text;text;Oui;;Contenu.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;status;varchar(30);Oui;'ADOPTED';État.;Interne;Non;Non;;Non;
governance;decision;Décisions et résolutions.;effective_date;date;Non;;Effet.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;decision_id;uuid;Oui;;Décision.;Interne;Oui;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;action_text;text;Oui;;Action.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;owner_user_id;uuid;Non;;Responsable.;Interne;Oui;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;due_date;date;Non;;Échéance.;Interne;Non;Non;;Non;
governance;decision_action;Actions de mise en œuvre.;status;varchar(30);Oui;'OPEN';État.;Interne;Non;Non;;Non;
event;event;Événements et formations.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
event;event;Événements et formations.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
event;event;Événements et formations.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
event;event;Événements et formations.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
event;event;Événements et formations.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
event;event;Événements et formations.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
event;event;Événements et formations.;event_code;varchar(60);Oui;;Code.;Interne;Non;Oui;;Non;
event;event;Événements et formations.;title;varchar(255);Oui;;Titre.;Interne;Non;Non;;Non;
event;event;Événements et formations.;event_type;varchar(40);Oui;;Type.;Interne;Non;Non;;Non;
event;event;Événements et formations.;start_at;timestamptz;Oui;;Début.;Interne;Non;Non;;Non;
event;event;Événements et formations.;end_at;timestamptz;Non;;Fin.;Interne;Non;Non;;Non;
event;event;Événements et formations.;capacity;integer;Non;;Capacité.;Interne;Non;Non;;Non;
event;event;Événements et formations.;status;varchar(30);Oui;'DRAFT';État.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
